seed,candidate_id,candidate_group,layer,head,family,example_id,heldout_family_type,intervention,intervention_status,position_label,position_status,head_specific_patch,actual_patch_scope,metric,clean_score,corrupt_score,patched_score,effect_size,effect_size_status,true_expected_next_token,wrong_or_control_token,clean_prompt,corrupt_prompt,source_run,inspection_bucket
12,heldout_cand_002,replicated_candidate,7,11,heldout_symbolic_longer,heldout_symbolic_longer_0017,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,3.5655689239501958,-4.125783793560834,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,strongest_positive_failure
12,heldout_cand_002,replicated_candidate,7,11,heldout_symbolic_longer,heldout_symbolic_longer_0009,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.950497627258301,3.848965644836426,3.556194305419922,-2.883538097385032,ok, H, I,I J K L G H I J K L G,I K G J L H K I G J L,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,strongest_positive_failure
10,heldout_cand_002,replicated_candidate,7,11,heldout_symbolic_longer,heldout_symbolic_longer_0005,positive,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,3.985471725463867,-0.8074731701434945,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,strongest_positive_failure
11,heldout_cand_002,replicated_candidate,7,11,heldout_word_sequences,heldout_word_sequences_0015,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,1.8854169845581052,2.0148305892944336,2.117323875427246,-0.7919823139277818,ok, west, north,north south east west north south east,north south east west east north south south,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,strongest_positive_failure
12,heldout_cand_002,replicated_candidate,7,11,heldout_symbolic_longer,heldout_symbolic_longer_0017,positive,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,3.9951324462890634,-0.7311286627276016,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,strongest_positive_failure
12,heldout_cand_002,replicated_candidate,7,11,heldout_symbolic_longer,heldout_symbolic_longer_0022,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.156101226806641,3.8494749069213863,3.637664794921875,-0.6907760301815433,ok, T, U,U V W X S T U V W X S,U W S V X T W U S V X,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,strongest_positive_failure
11,heldout_cand_002,replicated_candidate,7,11,heldout_symbolic_longer,heldout_symbolic_longer_0020,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.156101226806641,3.8494749069213863,3.637664794921875,-0.6907760301815433,ok, T, U,U V W X S T U V W X S,U W S V X T W U S V X,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,strongest_positive_failure
10,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0005,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,4.344724655151367,2.031547690823586,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
11,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0016,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,4.344724655151367,2.031547690823586,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,controls_that_moved
10,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0014,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.360525131225586,3.778402328491211,3.202747344970703,1.377569743664646,ok, B, C,C D E F A B C D E F A,C E A D F B E C A D F,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
12,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0000,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.360525131225586,3.778402328491211,3.202747344970703,1.377569743664646,ok, B, C,C D E F A B C D E F A,C E A D F B E C A D F,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,controls_that_moved
11,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0020,control,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.156101226806641,3.8494749069213863,4.0797271728515625,0.7509214017124853,ok, T, U,U V W X S T U V W X S,U W S V X T W U S V X,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,controls_that_moved
10,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0018,control,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.156101226806641,3.8494749069213863,4.059887886047363,0.6862195626413204,ok, T, U,U V W X S T U V W X S,U W S V X T W U S V X,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
10,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0018,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.156101226806641,3.8494749069213863,3.996830940246582,0.4805720310648449,ok, T, U,U V W X S T U V W X S,U W S V X T W U S V X,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
11,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0020,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.156101226806641,3.8494749069213863,3.996830940246582,0.4805720310648449,ok, T, U,U V W X S T U V W X S,U W S V X T W U S V X,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,controls_that_moved
11,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0010,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,8.689022064208984,5.435125350952148,6.249935150146484,0.250410468124168,ok, O, P,P Q R M N O P Q R M N,P R N Q M O R P N Q M,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,controls_that_moved
12,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0001,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,8.689022064208984,5.435125350952148,6.249935150146484,0.250410468124168,ok, O, P,P Q R M N O P Q R M N,P R N Q M O R P N Q M,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,controls_that_moved
11,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0011,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,5.121158599853516,4.499801635742188,4.636809349060059,0.220497590324462,ok, I, J,J K L G H I J K L G H,J L H K G I L J H K G,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,controls_that_moved
10,heldout_cand_002,replicated_candidate,7,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0003,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,5.121158599853516,4.499801635742188,4.636809349060059,0.220497590324462,ok, I, J,J K L G H I J K L G H,J L H K G I L J H K G,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
