head_label,candidate_id,candidate_group,source_file,counterexample_type,seed,family,heldout_family_type,token_domain,sequence_length_bucket,intervention,position_label,effect_size,failure_mode,reason
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-1.2192680774187132,domain_flip,Effect direction disagreed across token domains.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-1.2192680774187132,length_flip,Effect direction disagreed across sequence lengths.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,22,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,domain_flip,Effect direction disagreed across token domains.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,22,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,length_flip,Effect direction disagreed across sequence lengths.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,20,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,domain_flip,Effect direction disagreed across token domains.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,20,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,length_flip,Effect direction disagreed across sequence lengths.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,22,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.6716271793581559,domain_flip,Effect direction disagreed across token domains.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,22,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.6716271793581559,length_flip,Effect direction disagreed across sequence lengths.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,final,-0.6158835984536146,domain_flip,Effect direction disagreed across token domains.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,final,-0.6158835984536146,length_flip,Effect direction disagreed across sequence lengths.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,20,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,previous_occurrence,-0.4056552410730258,domain_flip,Effect direction disagreed across token domains.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,token_domain_or_length_failure,20,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,previous_occurrence,-0.4056552410730258,length_flip,Effect direction disagreed across sequence lengths.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-3.7637761828843774,intervention_disagreement,Effect direction disagreed across interventions.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-1.2192680774187132,intervention_disagreement,Effect direction disagreed across interventions.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,position_intervention_mismatch,20,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,intervention_disagreement,Effect direction disagreed across interventions.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,position_intervention_mismatch,22,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,intervention_disagreement,Effect direction disagreed across interventions.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,position_intervention_mismatch,22,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.6716271793581559,intervention_disagreement,Effect direction disagreed across interventions.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,final,-0.6158835984536146,intervention_disagreement,Effect direction disagreed across interventions.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,final,-0.3995189575943466,intervention_disagreement,Effect direction disagreed across interventions.
L0H8,heldout_cand_004,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L0H8.csv,position_intervention_mismatch,20,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.3913578389501475,intervention_disagreement,Effect direction disagreed across interventions.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.5277449707665127,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.5277449707665127,reversed_control_leak,A reversed-order control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_zero_ablation,final,0.4286341763379567,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_zero_ablation,final,0.4286341763379567,reversed_control_leak,A reversed-order control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_mean_ablation,final,0.4276385784423773,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_mean_ablation,final,0.4276385784423773,reversed_control_leak,A reversed-order control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.250482102617438,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.250482102617438,reversed_control_leak,A reversed-order control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_mean_ablation,final,0.2083929190500953,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_mean_ablation,final,0.2083929190500953,reversed_control_leak,A reversed-order control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,21,char_reversed_control,control,symbolic,short,head_zero_ablation,final,0.0999107660848684,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,21,char_reversed_control,control,symbolic,short,head_zero_ablation,final,0.0999107660848684,reversed_control_leak,A reversed-order control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,20,char_reversed_control,control,symbolic,short,head_zero_ablation,final,0.0508808161283081,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,20,char_reversed_control,control,symbolic,short,head_zero_ablation,final,0.0508808161283081,reversed_control_leak,A reversed-order control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.039565667829895,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.039565667829895,target_swap_leak,A wrong-target or target-swap control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.039565667829895,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.039565667829895,target_swap_leak,A wrong-target or target-swap control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0310437276512204,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0310437276512204,target_swap_leak,A wrong-target or target-swap control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0294802841794303,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0294802841794303,target_swap_leak,A wrong-target or target-swap control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0280920231484403,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0280920231484403,target_swap_leak,A wrong-target or target-swap control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,21,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0239660816784574,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,21,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0239660816784574,target_swap_leak,A wrong-target or target-swap control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0105638985931349,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0105638985931349,target_swap_leak,A wrong-target or target-swap control moved.
